date,areaType,areaCode,areaName,metric,age,deaths,rollingRate,rollingSum
"2021-01-01",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",94,146.9,760
"2021-01-01",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",461,25.7,3454
"2021-01-01",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",29,0.5,232
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.4,14
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0.1,4
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",2,0.2,7
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",2,0.3,13
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.4,14
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",7,0.9,34
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",10,1.4,53
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",11,2.4,89
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",1,0.1,2
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",24,3.8,117
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",38,8.7,243
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",44,13,361
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",62,25,486
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",110,50.8,731
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",99,87.1,766
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",112,147.9,765
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",489,25.8,3469
"2020-12-31",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",35,0.5,230
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.4,13
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",2,0.1,5
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",1,0.1,5
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.3,11
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.4,13
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",4,0.8,31
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",8,1.3,51
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",13,2.5,93
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",1,0,1
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",19,3.4,107
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",39,8.4,234
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",58,13.2,366
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",69,24.8,481
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",96,48.8,703
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",112,86.5,761
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",110,146.3,757
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",503,25.3,3409
"2020-12-30",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",32,0.5,223
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",2,0.4,13
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0.1,3
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,4
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",3,0.3,11
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",2,0.4,13
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",5,0.8,28
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",6,1.3,49
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",9,2.4,87
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",18,3.1,96
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",39,8.2,229
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",40,12.7,352
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",73,24.6,477
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",108,48.4,697
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",116,84.5,743
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",120,145.2,751
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",514,24.8,3345
"2020-12-29",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",27,0.5,208
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",3,0.3,11
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0.1,5
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",2,0.2,6
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.2,9
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",3,0.3,11
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",4,0.8,30
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",10,1.2,48
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",17,2.3,86
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",11,3,92
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",23,7.9,221
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",67,12.9,358
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",64,24.1,467
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",99,46.7,672
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",115,81.6,718
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",114,142.9,739
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",493,24.3,3267
"2020-12-28",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",40,0.5,206
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.3,11
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0.1,5
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,4
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.2,9
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.3,11
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",6,0.8,31
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",7,1.1,42
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",11,2.2,80
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",18,3,92
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",39,8.2,228
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",50,12.1,335
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",91,24.3,471
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",102,45.6,657
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",112,81.2,714
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",98,141.7,733
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",510,24,3230
"2020-12-27",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",25,0.5,193
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",4,0.4,13
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",1,0.1,5
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,4
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",5,0.2,8
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",4,0.4,13
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",5,0.8,28
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",7,1,41
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",18,2.2,79
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",16,2.8,87
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",28,7.5,211
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",48,11.8,328
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",65,22.2,431
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",108,43.8,630
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",107,80,704
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",112,140.5,727
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",484,23.2,3118
"2020-12-26",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",44,0.4,191
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",3,0.3,11
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",1,0.1,5
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",2,0.1,5
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,3
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",3,0.3,11
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",3,0.6,24
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",5,1,41
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",10,1.8,66
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",11,2.6,80
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",37,7.7,216
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",54,11.4,317
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",62,21.1,409
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",108,40.8,587
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",105,77.9,685
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",99,138.8,718
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",476,22.4,3012
"2020-12-25",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",27,0.4,166
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.3,10
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",1,0.1,4
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,4
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.3,10
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",4,0.6,23
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",8,1.1,44
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",15,1.7,63
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",14,2.5,78
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",29,7.2,201
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",49,10.6,294
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",57,20.6,399
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",82,40.7,586
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",94,76.7,675
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",104,136.9,708
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",429,21.8,2941
"2020-12-24",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",28,0.4,161
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.4,12
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0.1,3
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,5
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.4,12
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.6,23
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",6,1.1,42
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",7,1.6,58
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",8,2.2,69
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",34,7.3,205
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",44,10.3,285
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",65,20.2,392
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",90,41,591
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",94,77.4,681
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",104,134.2,694
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",439,21.7,2917
"2020-12-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",17,0.4,158
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.4,12
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",2,0.1,3
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",2,0.1,3
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,4
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.4,12
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",7,0.7,25
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",5,1,38
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",8,1.7,64
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",14,2.2,69
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",31,6.9,192
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",46,9.8,273
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",63,19.7,383
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",83,39.5,569
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",91,75.2,662
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",108,129.5,670
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",436,20.9,2818
"2020-12-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",25,0.4,161
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",3,0.4,12
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,1
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0,1
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,4
"2020-12-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",3,0.4,12
