date,areaType,areaCode,areaName,metric,age,cases,rollingRate,rollingSum
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",6260,773,29435
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",5775,744.2,27787
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",5134,754.9,25774
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",4993,660.2,24531
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",5084,631.9,24693
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",4549,583.8,21429
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",3317,485.8,15116
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",2022,320.9,8975
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",1482,241.4,6709
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",1093,248.4,4820
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",873,285.8,4115
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",750,390.3,3434
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",643,617.7,3195
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,62,,326
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",10180,344.3,46364
"2020-12-30",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",52532,581.5,248986
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",1408,178.4,5886
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",1588,186.4,6595
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",2520,296.8,9954
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",3862,466.5,14416
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",6405,663.8,23151
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",7605,714.4,27158
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",7264,707.6,26944
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",6623,685.4,25592
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",6111,700.7,23923
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",5777,610.5,22685
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",5966,575.8,22501
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",5384,528.5,19398
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",3788,433.5,13489
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",2221,287.3,8034
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",1633,217.7,6050
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",1187,222.3,4314
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",1030,264,3802
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",867,352.6,3102
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",973,575.7,2978
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,79,,334
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",11699,310.2,41769
"2020-12-29",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",60592,533.7,228537
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",806,164.2,5417
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",855,175.9,6223
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1367,278.2,9333
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2080,412.7,12754
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",3521,580.7,20254
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",3962,625,23757
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",4068,622.7,23711
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",3641,609.6,22761
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",3469,622,21238
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",3337,548,20363
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",3440,506.7,19799
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",2892,455.3,16714
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",2077,372.7,11597
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",1250,248.8,6958
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",943,192.6,5352
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",647,193.1,3747
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",592,232.7,3351
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",465,309.9,2726
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",415,484.1,2504
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,89,,339
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",6389,269.1,36235
"2020-12-28",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",33527,473.3,202663
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",909,168,5542
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",1057,185.4,6560
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1473,300,10064
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2273,420.4,12992
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",3727,576.5,20109
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",4286,633.9,24098
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",4304,629.6,23973
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",4123,619.2,23120
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",3790,630.8,21537
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",3610,555.7,20650
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",3557,507,19809
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",3069,455.9,16734
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",2120,367,11421
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",1212,245.8,6874
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",864,189.1,5255
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",653,191.8,3722
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",517,230.8,3324
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",437,315.8,2778
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",389,509.2,2634
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,31,,361
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",6192,267.4,36008
"2020-12-27",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",36209,480,205549
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",873,162.8,5372
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",943,179.8,6361
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1348,298.4,10010
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",1962,401.7,12415
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2991,542,18905
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",3538,601.8,22875
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",3538,592.6,22567
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",3651,580.7,21681
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",3473,593,20246
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",3182,523.4,19449
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",3152,472.4,18457
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",2624,426.1,15639
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",1789,341,10612
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",1045,229.8,6426
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",812,179.5,4989
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",521,178.2,3459
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",469,219.2,3156
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",389,298.7,2628
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",331,472.3,2443
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,32,,399
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",5356,250.4,33713
"2020-12-26",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",31307,453.9,194376
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",243,153.5,5064
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",255,171.1,6053
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",444,294.7,9885
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",634,379.6,11730
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",922,502.8,17536
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1182,566.7,21542
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1183,557,21212
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",1251,537.4,20063
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",1199,545.8,18635
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",1099,485.5,18040
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",1038,433.3,16932
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",947,391.6,14375
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",662,314.3,9779
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",405,212.7,5950
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",344,168.1,4673
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",269,170.7,3312
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",230,209,3009
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",187,288.7,2540
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",164,459.3,2376
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,2,,456
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",2261,235,31639
"2020-12-25",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",10399,423.9,181523
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",716,169,5578
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",813,191.5,6776
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1211,333.6,11189
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",1526,418.8,12941
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2363,551.6,19239
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",2668,619.2,23538
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",2818,607.3,23127
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",2723,582.1,21734
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",2598,589.8,20136
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",2533,527.5,19600
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",2456,471.8,18435
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",1964,421.6,15475
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",1363,337.3,10495
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",820,228.1,6378
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",631,178.7,4968
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",450,183.6,3564
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",404,224.2,3229
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",339,319.4,2810
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",280,494.7,2559
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,31,,547
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",4287,252.5,34003
"2020-12-24",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",24420,463.1,198315
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",931,167.6,5529
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",1084,192.7,6817
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1591,343.3,11514
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2079,429.9,13284
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",3222,555.6,19380
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",3917,630.8,23981
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",3769,613.6,23364
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",3580,581.1,21695
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",3283,590.5,20162
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",3147,523.5,19453
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",2892,463.8,18124
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",2518,418,15344
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",1690,334.7,10414
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",1081,225,6294
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",823,178,4948
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",587,184.2,3575
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",560,226.3,3259
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",418,324.6,2856
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",426,511.5,2646
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,70,,543
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",5585,252.4,33992
"2020-12-23",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",32083,465.2,199190
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",939,160.1,5282
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",1216,188.8,6680
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",1899,348.3,11683
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2200,427.2,13203
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",3508,536.7,18721
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",4204,612.3,23277
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",4031,594.9,22655
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",3792,555,20722
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",3426,568.8,19422
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",3455,503.1,18696
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",3264,447.6,17489
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",2700,397.9,14605
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",1896,318.4,9908
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",1145,212.5,5944
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",935,170.7,4743
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",620,178.1,3457
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",579,218.2,3142
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",491,324.2,2852
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",499,499.9,2586
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,84,,501
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",6165,242.3,32632
"2020-12-22",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",34718,450.6,192936
"2020-12-21",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",931,150.4,4962
"2020-12-21",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",1192,182.4,6454
